Customer_ID,Age,Gender,Employment_Status,Annual_Income,Dependents,Policy_Type,Policy_Duration,Premium_Amount,Coverage_Amount,Claim_Amount,Past_Claims,Time_Since_Last_Claim,Documents_Submitted,Fraud_Risk,Claim_Approval
323,42,Female,Retired,199605,2,Property,17,15481,52131,17817,9,43,3,Low,1
324,52,Female,Self-Employed,107125,4,Life,5,12940,57869,16420,3,33,2,Low,0
325,42,Female,Self-Employed,188702,3,Health,16,4338,56894,19203,4,11,8,Medium,1
326,46,Male,Self-Employed,94099,3,Life,9,11511,145900,5165,9,92,7,Low,1
327,35,Male,Self-Employed,148969,4,Life,17,15075,254457,58886,5,38,9,Low,1
328,63,Female,Self-Employed,167657,0,Life,18,16319,82215,3232,3,18,1,Low,0
329,35,Male,Self-Employed,115833,1,Property,3,3150,28170,48230,4,18,1,Low,0
330,19,Male,Retired,69240,3,Auto,5,8931,483415,27249,7,28,1,Low,0
331,52,Male,Unemployed,34772,1,Property,17,3754,71537,33907,9,65,1,Medium,0
332,33,Male,Unemployed,130990,2,Life,4,6902,456677,98879,2,89,5,Medium,1
333,58,Female,Self-Employed,132315,2,Health,4,9191,35382,44338,0,108,2,Low,0
334,53,Male,Unemployed,118053,4,Health,7,12561,297030,27079,8,100,4,Low,1
335,50,Female,Unemployed,107091,4,Property,8,4892,77296,65119,8,111,9,Low,1
336,21,Female,Retired,169010,4,Health,2,13870,212099,60290,1,114,3,Medium,1
337,50,Male,Self-Employed,173055,3,Life,10,8219,498925,47991,2,97,8,Low,1
338,31,Female,Self-Employed,163946,1,Life,5,12320,360405,29835,7,93,9,Low,1
339,38,Male,Unemployed,110341,2,Auto,17,10121,339662,63789,2,75,9,Low,1
340,65,Male,Self-Employed,80896,1,Life,7,9218,167004,56433,2,19,2,Medium,0
341,37,Male,Self-Employed,197281,3,Health,2,2308,75131,99022,5,56,8,Low,0
342,25,Female,Self-Employed,52822,1,Auto,6,9902,71330,65299,5,96,8,Low,1
343,24,Female,Self-Employed,171822,1,Health,10,8675,16553,74618,6,8,3,Low,0
344,20,Female,Unemployed,122335,4,Property,9,9740,279008,21569,9,118,1,High,0
345,34,Male,Employed,193155,1,Auto,5,15526,239732,47049,3,1,1,Low,0
346,50,Male,Unemployed,137828,1,Life,3,5168,21354,88488,4,27,4,Medium,0
347,65,Male,Retired,142766,1,Auto,11,16800,375399,13873,9,33,9,Low,1
348,29,Female,Employed,179018,0,Life,10,9846,494526,18853,2,20,9,Low,1
349,68,Male,Employed,152624,2,Life,16,17559,20893,38664,1,82,2,Low,0
350,39,Male,Employed,93331,2,Health,19,11730,170386,70089,2,77,7,Medium,1
351,39,Female,Unemployed,156343,1,Life,1,15339,162516,26252,2,80,1,Low,0
352,63,Female,Retired,100201,4,Life,11,10977,194958,60248,1,55,5,Low,1
353,47,Female,Unemployed,85651,4,Life,15,2739,270856,38516,0,4,5,Low,1
354,55,Male,Retired,121917,4,Health,7,11870,56477,48461,2,84,8,Low,1
355,55,Male,Unemployed,180066,2,Life,8,17312,372759,9029,0,21,9,Low,1
356,62,Male,Unemployed,47186,3,Property,16,19015,294138,65087,7,58,3,Low,1
357,68,Female,Unemployed,50267,1,Health,18,10976,20968,53201,4,39,6,Medium,0
358,25,Female,Employed,59140,2,Property,11,14984,35102,2889,5,83,7,Low,1
359,44,Female,Unemployed,176007,4,Auto,1,4366,193468,35596,9,91,6,Low,1
360,44,Female,Retired,51748,2,Health,16,1350,115188,49146,6,62,9,Low,1
361,51,Male,Retired,110139,2,Property,4,11351,271292,81705,6,31,4,Low,1
362,38,Male,Retired,154909,2,Health,6,19775,174204,90301,3,44,1,Low,0
363,47,Male,Employed,84875,4,Life,11,13731,312474,14727,5,82,4,Medium,1
364,50,Male,Unemployed,160682,3,Health,6,2644,406547,65416,7,91,6,High,0
365,45,Male,Unemployed,48615,0,Auto,10,7050,108416,56463,5,86,6,Low,1
366,64,Male,Self-Employed,124135,1,Property,6,11264,349662,22134,6,32,3,Low,1
367,50,Male,Employed,173419,1,Health,10,5842,282858,98989,2,81,2,Medium,0
368,22,Male,Retired,54062,2,Life,5,9094,63726,77131,8,34,8,Low,0
369,65,Female,Retired,75122,3,Property,9,4157,318401,14675,9,45,9,Low,1
370,36,Female,Unemployed,199503,4,Property,7,10493,477791,2359,1,100,4,Medium,1
371,21,Male,Retired,93086,0,Property,17,683,255239,33852,7,105,3,Low,1
372,52,Female,Unemployed,48205,0,Auto,12,13682,103919,53327,7,35,1,High,0
373,66,Male,Unemployed,38459,2,Life,11,16245,356593,2141,1,107,2,Low,0
374,34,Male,Self-Employed,174822,2,Life,6,2016,445845,51213,8,61,8,Medium,1
375,61,Female,Employed,47729,4,Property,11,4656,196795,89544,2,82,6,High,0
376,45,Male,Unemployed,58585,4,Health,11,5585,410900,37999,9,89,6,Low,1
377,47,Male,Unemployed,103698,4,Property,14,4193,188360,58419,5,99,1,High,0
378,46,Male,Unemployed,65635,2,Life,16,12933,83687,40206,3,106,8,Low,1
379,63,Male,Self-Employed,195926,3,Auto,2,12970,106048,17699,4,25,6,Low,1
380,23,Male,Unemployed,49104,2,Auto,2,12640,71010,26072,2,6,4,Low,1
381,52,Male,Employed,34770,2,Property,5,13446,452077,59299,9,86,3,Low,1
382,58,Male,Employed,148750,0,Auto,14,3291,23003,26196,7,4,6,Low,0
383,54,Female,Retired,142245,4,Auto,10,1495,313684,70175,9,116,3,Medium,1
384,41,Female,Employed,144011,1,Health,10,3356,140971,54679,9,86,4,Medium,1
385,46,Male,Retired,169029,4,Auto,18,7573,51335,26191,7,99,8,Low,1
386,66,Female,Employed,75178,3,Health,9,9584,57782,1148,6,31,7,Low,1
387,63,Male,Retired,115155,3,Property,4,6679,291505,87234,6,78,7,Low,1
388,48,Male,Unemployed,40828,4,Life,17,18886,88269,7149,1,90,6,Low,1
389,52,Male,Self-Employed,37171,4,Life,2,670,121627,26246,9,80,8,Medium,1
390,50,Male,Self-Employed,164218,2,Health,14,1238,268006,57134,5,83,9,Low,1
391,69,Female,Self-Employed,143249,1,Life,1,15433,187348,10210,3,56,1,Low,0
392,38,Female,Unemployed,197338,2,Property,7,18201,307525,85862,8,79,3,Low,1
393,49,Female,Self-Employed,197011,0,Life,4,1787,133751,92386,4,111,8,Low,1
394,40,Female,Employed,34202,0,Auto,9,6581,223476,12324,5,105,1,Low,0
395,50,Male,Retired,188214,3,Property,3,12935,254047,92614,6,61,9,Medium,1
396,20,Female,Unemployed,107367,3,Property,5,4536,351320,72541,1,27,1,Low,0
397,35,Male,Self-Employed,79046,1,Life,10,5036,180720,11307,0,94,9,Low,1
398,42,Male,Employed,29849,3,Life,10,10961,55732,88480,5,79,7,Low,0
399,59,Female,Employed,171511,0,Health,4,9349,456128,46308,8,77,6,High,0
400,48,Male,Unemployed,98872,1,Auto,17,5834,195856,83803,6,110,9,Low,1
401,20,Female,Unemployed,55344,0,Life,17,9267,142782,29316,8,73,4,Low,1
402,57,Female,Self-Employed,156123,4,Life,19,8991,304564,22570,2,65,5,Low,1
403,63,Female,Retired,95604,4,Health,6,2392,158616,88866,4,96,2,Low,0
404,41,Female,Self-Employed,168039,1,Life,1,5981,429173,78783,5,40,3,Low,1
405,67,Female,Self-Employed,172845,2,Auto,14,17107,190052,36330,5,85,7,Low,1
406,49,Male,Unemployed,116550,3,Auto,13,7220,187835,77781,4,65,5,Low,1
407,64,Female,Self-Employed,94383,1,Property,3,8154,353501,91266,1,63,8,High,0
408,39,Female,Self-Employed,61182,3,Property,2,4148,223222,57832,9,6,3,Low,1
409,40,Male,Retired,136810,0,Auto,7,14185,98294,88374,2,115,3,High,0
410,19,Female,Employed,44180,2,Health,12,19625,209794,34155,5,40,1,Low,0
411,44,Female,Employed,71372,3,Property,2,5727,377301,17387,8,44,1,Low,0
412,59,Male,Retired,123427,4,Auto,11,15258,497230,3427,9,43,2,Low,0
413,19,Male,Employed,89086,4,Auto,16,6011,405778,27314,7,29,7,Low,1
414,43,Female,Self-Employed,42163,0,Property,5,10550,225023,18418,7,37,9,Low,1
415,34,Male,Retired,139616,1,Auto,17,19181,436095,25270,7,38,6,Low,1
416,57,Female,Retired,52934,3,Auto,3,7893,324513,7328,5,18,5,Low,1
417,50,Male,Unemployed,75595,0,Auto,14,12236,121524,2902,2,46,4,Low,1
418,26,Female,Employed,46592,4,Auto,16,18946,376355,18305,4,37,4,Low,1
419,60,Female,Unemployed,43039,4,Property,17,15176,494700,1693,7,16,7,High,0
420,65,Female,Self-Employed,128305,4,Health,19,1964,465715,42626,2,100,1,High,0
421,56,Male,Retired,109262,2,Auto,4,13337,134111,84171,0,73,6,Medium,1
422,46,Female,Self-Employed,148383,2,Life,9,10776,67347,97730,0,78,1,Low,0
423,59,Male,Employed,54018,4,Health,11,4205,269191,50253,6,68,4,Low,1
424,43,Female,Unemployed,73158,1,Life,5,14595,180092,23197,5,113,6,Low,1
425,52,Female,Employed,155630,2,Life,11,7412,439133,46313,4,101,2,Medium,0
426,67,Female,Self-Employed,52174,3,Auto,13,935,122144,50110,7,106,5,Low,1
427,42,Female,Unemployed,115941,2,Property,2,11032,216562,33839,7,98,4,High,0
428,41,Female,Employed,193703,3,Life,2,4896,404936,90586,0,3,3,Low,1
429,30,Male,Self-Employed,123381,2,Life,10,16513,358898,83803,6,34,6,Low,1
430,24,Male,Employed,166624,4,Life,13,18581,199548,37671,1,0,7,Low,1
431,53,Male,Retired,186137,3,Auto,5,14150,90351,8408,3,80,2,Low,0
432,62,Female,Unemployed,127532,1,Auto,11,7622,69060,95322,0,84,6,Low,0
433,37,Female,Unemployed,153686,2,Property,15,12703,349315,30248,1,109,1,Low,0
434,18,Male,Unemployed,54647,2,Auto,5,9738,403737,51585,9,57,4,Low,1
435,25,Female,Retired,77940,4,Health,5,15684,479916,90742,8,21,6,Medium,1
436,63,Female,Unemployed,151692,3,Property,7,1918,143495,88466,0,4,3,Low,1
437,33,Female,Retired,174154,4,Auto,10,15268,277386,56000,6,59,9,Low,1
438,31,Male,Unemployed,172963,3,Auto,2,11713,409947,10894,3,109,3,Low,1
439,29,Male,Employed,126566,2,Life,1,19932,125322,39415,6,35,4,High,0
440,68,Male,Employed,82395,2,Auto,1,9261,395672,73226,6,101,5,High,0
441,40,Male,Employed,70955,2,Life,4,7660,136041,15102,9,8,8,Medium,1
442,32,Male,Employed,52314,2,Auto,15,8720,183204,69747,2,83,2,Medium,0
443,45,Female,Retired,174572,0,Auto,15,8143,219920,25303,1,109,4,Low,1
444,51,Female,Self-Employed,73685,2,Auto,6,12198,432610,17691,2,56,2,Low,0
445,19,Female,Self-Employed,143947,2,Auto,6,17524,197909,14074,4,105,3,Low,1
446,49,Female,Employed,84783,3,Auto,1,11896,108670,11081,7,118,3,High,0
447,40,Male,Self-Employed,120229,2,Property,7,12902,147361,11173,8,108,7,Low,1
448,39,Male,Self-Employed,70189,2,Auto,5,15472,221556,83006,3,77,5,Low,1
449,68,Female,Unemployed,113554,3,Auto,17,6918,308695,88418,5,83,2,Low,0
450,42,Male,Retired,39567,2,Life,7,6987,147098,32812,3,89,6,Low,1
451,39,Female,Employed,177050,2,Health,4,5275,86612,78476,8,3,4,Low,1
452,39,Female,Self-Employed,96089,4,Health,3,2485,335863,9344,4,50,2,High,0
453,66,Female,Self-Employed,160702,0,Property,12,5316,285050,23999,1,38,3,Low,1
454,69,Female,Employed,163075,3,Auto,15,12723,53476,20095,0,83,2,Medium,0
455,59,Male,Unemployed,61444,4,Health,9,18913,292835,1617,4,105,4,Medium,1
456,23,Female,Employed,106184,1,Life,12,7705,219160,44297,7,51,3,Low,1
457,32,Male,Unemployed,182679,1,Life,5,670,326673,76246,5,74,8,Low,1
458,60,Female,Self-Employed,44821,0,Property,8,3744,297344,70457,6,70,4,Low,1
459,54,Female,Retired,34601,1,Life,15,19355,105875,15219,8,54,3,High,0
460,50,Female,Unemployed,196976,0,Health,7,16058,339483,67473,3,107,9,Low,1
461,25,Female,Unemployed,132882,1,Health,19,6475,437218,79694,4,30,9,Low,1
462,61,Male,Employed,91657,1,Health,13,18129,350984,2614,8,49,3,Low,1
463,61,Female,Self-Employed,189629,4,Auto,1,8269,232290,55382,2,7,4,Low,1
464,22,Male,Retired,101846,1,Life,11,9489,181090,8435,0,86,7,Low,1
465,56,Female,Employed,70502,0,Life,13,14239,92681,19908,7,111,3,Low,1
466,21,Female,Employed,143409,2,Auto,2,6519,313452,53883,8,14,9,Medium,1
467,23,Female,Retired,42098,2,Health,19,13432,106550,49462,9,64,7,Low,1
468,62,Male,Self-Employed,196974,2,Life,11,821,491467,23914,9,110,6,Low,1
469,49,Female,Retired,138502,0,Health,1,9760,361649,45860,3,9,6,Low,1
470,69,Female,Employed,190325,0,Auto,1,9015,33354,81338,5,40,8,Low,0
471,47,Female,Employed,95516,2,Health,8,5838,436879,2264,6,87,9,Low,1
472,64,Female,Unemployed,64280,1,Property,13,19551,255319,21707,6,78,3,High,0
473,52,Female,Retired,28951,2,Auto,8,10786,315055,19069,7,112,3,High,0
474,57,Male,Retired,28117,3,Health,2,9336,410667,59318,5,47,8,Medium,1
475,69,Male,Retired,45979,0,Auto,8,4344,338010,87088,6,20,3,Medium,1
476,33,Female,Employed,36915,3,Life,14,10403,300267,46051,8,85,4,Low,1
477,30,Female,Self-Employed,79261,3,Property,2,11372,210159,51704,5,23,7,Low,1
478,67,Male,Employed,138825,0,Auto,13,8994,89912,12521,1,73,7,Low,1
479,59,Female,Unemployed,118902,2,Health,5,3761,103255,72181,3,22,2,Low,0
480,47,Male,Employed,92964,4,Life,1,14734,56679,17868,4,79,2,Low,0
481,36,Female,Employed,55677,3,Health,9,11316,107011,55956,7,68,4,Low,1
482,34,Female,Employed,69830,2,Health,10,13651,158378,76966,3,32,5,High,0
483,36,Male,Unemployed,28922,4,Auto,11,835,355582,79380,0,35,6,High,0
484,45,Female,Retired,116696,3,Auto,18,18762,490564,26557,0,24,7,Low,1
485,43,Male,Self-Employed,87561,2,Health,17,2352,291978,40127,1,103,3,High,0
486,54,Male,Self-Employed,33220,3,Auto,6,5255,342793,98579,7,57,1,Low,0
487,43,Male,Unemployed,197030,2,Health,11,2500,177178,11385,2,89,2,Medium,0
488,40,Female,Retired,73380,1,Auto,4,13399,299006,81394,5,65,1,Low,0
489,26,Male,Retired,153838,1,Property,1,5738,254310,40665,6,97,2,Low,0
490,29,Male,Unemployed,141449,0,Auto,1,8288,90533,49619,0,30,6,High,0
491,18,Female,Employed,184231,4,Health,18,19013,395028,6248,4,103,7,Low,1
492,18,Female,Retired,30935,3,Life,5,5632,287615,3612,1,43,8,Low,1
493,64,Female,Self-Employed,23784,3,Auto,16,17852,313009,72519,6,62,8,High,0
494,51,Female,Unemployed,171293,2,Property,2,19409,213069,65205,2,44,7,Low,1
495,49,Female,Self-Employed,180251,4,Property,9,19230,137646,14344,8,82,2,Low,0
496,65,Female,Employed,38069,3,Property,2,1249,444222,28014,0,100,9,Medium,1
497,42,Male,Unemployed,141185,4,Property,5,11435,220212,42042,1,81,5,Medium,1
498,57,Female,Self-Employed,55682,4,Health,17,16549,136318,69632,8,119,4,Low,1
499,62,Male,Self-Employed,131547,1,Property,19,9991,133929,30124,6,49,2,Low,0
500,18,Female,Employed,114303,3,Life,10,8995,228326,24984,2,66,8,Low,1
501,33,Male,Unemployed,147081,3,Auto,8,3415,460858,72299,7,70,4,Medium,1
502,56,Male,Retired,97818,0,Property,11,6456,296780,27263,4,86,1,Low,0
503,22,Female,Retired,171182,4,Auto,13,8079,300213,78302,1,100,6,Low,1
504,39,Female,Self-Employed,131269,2,Health,13,8727,443125,2989,9,0,4,Medium,1
505,46,Male,Employed,182304,1,Auto,9,13209,53391,56160,0,113,7,High,0
506,20,Female,Self-Employed,64273,0,Health,5,11077,292015,46757,5,70,7,Low,1
507,29,Female,Employed,75210,1,Health,18,18317,433748,42811,3,119,5,Low,1
508,43,Male,Retired,93191,2,Auto,8,16372,218829,62657,1,85,9,Low,1
509,33,Male,Self-Employed,49461,0,Property,14,580,304781,26035,0,66,7,High,0
510,68,Male,Self-Employed,24610,1,Life,2,10194,261518,64200,6,82,5,Medium,1
511,54,Female,Employed,76973,2,Auto,16,13207,482984,27187,3,93,8,Low,1
512,39,Female,Unemployed,158655,0,Life,1,19826,486960,88481,0,8,2,Low,0
513,46,Female,Employed,45583,2,Auto,13,10422,453123,88491,9,98,6,Low,1
514,31,Female,Unemployed,168773,0,Life,18,2542,362831,40056,0,117,8,Low,1
515,45,Male,Retired,26880,3,Auto,1,18171,459478,11761,6,34,7,Medium,1
516,22,Female,Self-Employed,109257,3,Life,7,12368,58527,53906,4,12,4,Low,1
517,64,Male,Self-Employed,132024,1,Life,4,4060,208832,45320,0,25,1,Low,0
518,66,Female,Employed,92417,4,Auto,10,8293,22380,73740,8,44,3,Low,0
519,47,Female,Employed,23722,4,Auto,8,10574,335115,21891,2,50,5,Medium,1
520,63,Male,Retired,40077,2,Health,3,17165,238986,60244,9,91,6,Low,1
521,69,Female,Retired,100868,0,Life,7,5210,36126,75113,0,24,3,Low,0
522,22,Female,Unemployed,147430,3,Auto,16,13361,475171,64355,1,55,2,High,0
523,29,Male,Retired,33229,4,Property,10,8273,207141,49045,9,38,3,Medium,1
524,33,Female,Retired,93338,3,Property,13,9108,61143,70669,5,2,5,Low,0
525,43,Male,Retired,162511,2,Health,1,17200,221126,82428,2,74,3,Low,1
526,43,Male,Retired,186974,2,Property,7,11991,404079,31880,9,93,8,Low,1
527,65,Male,Unemployed,22598,0,Auto,10,19847,260267,90305,7,52,7,Low,1
528,38,Male,Retired,112297,4,Life,12,1591,122264,28891,0,32,9,Low,1
529,56,Female,Unemployed,155124,2,Auto,14,17560,297774,86034,0,61,3,Medium,1
530,53,Female,Employed,32741,2,Property,11,1624,204774,35933,7,97,8,Medium,1
531,50,Female,Self-Employed,89360,3,Property,17,10982,209634,20037,0,104,9,Low,1
532,47,Male,Employed,56288,1,Auto,9,1613,36975,92459,3,66,8,High,0
533,54,Female,Retired,152321,4,Health,8,2472,425561,66733,5,68,5,Low,1
534,40,Female,Self-Employed,174042,0,Auto,10,11640,349155,43465,0,94,6,Low,1
535,27,Female,Retired,35565,0,Health,4,8267,302578,89314,3,3,9,Low,1
536,22,Female,Retired,76995,3,Property,5,5214,224200,75744,4,71,2,Medium,0
537,53,Male,Employed,71656,0,Life,18,8161,121518,69051,0,58,9,Low,1
538,51,Male,Retired,65765,2,Life,6,7643,191834,91943,1,16,1,Low,0
539,69,Female,Employed,153086,4,Auto,10,9447,152506,32868,1,21,6,Low,1
540,48,Male,Retired,134794,0,Health,18,12460,93017,59916,5,37,1,Low,0
541,27,Female,Unemployed,128987,4,Property,11,4336,124940,49718,1,87,1,Low,0
542,36,Female,Self-Employed,165084,0,Life,5,12664,250520,8670,5,30,3,Low,1
543,49,Female,Employed,77498,1,Auto,3,15088,332857,58447,8,48,4,Low,1
544,18,Male,Employed,88776,1,Auto,18,7881,267097,19416,1,51,4,Low,1
545,22,Female,Self-Employed,143675,4,Property,4,1183,141505,82558,6,112,5,Low,1
546,62,Male,Employed,81711,1,Property,8,2475,487092,84177,0,109,6,Low,1
547,21,Male,Self-Employed,62530,1,Auto,17,803,225780,23600,8,88,4,Low,1
548,33,Female,Unemployed,169090,2,Auto,10,12689,19414,60425,3,37,7,Low,0
549,41,Male,Retired,148236,0,Auto,19,18836,70115,16722,4,118,2,High,0
550,33,Male,Unemployed,37916,1,Health,1,8409,403299,6281,3,95,8,Medium,1
551,19,Female,Retired,60376,4,Property,2,4504,362967,71554,9,48,4,High,0
552,66,Male,Self-Employed,130713,2,Auto,11,9952,81312,95927,8,89,6,Medium,0
553,45,Male,Unemployed,136128,1,Property,15,7897,340725,30955,0,99,1,Low,0
554,49,Female,Retired,105566,4,Auto,1,17914,493544,32195,9,26,2,Low,0
555,44,Female,Self-Employed,97125,0,Auto,9,6326,181468,17720,5,22,4,Medium,1
556,37,Male,Retired,107519,1,Auto,8,9886,424956,6608,4,83,9,High,0
557,41,Female,Employed,32437,4,Property,1,8219,308927,15027,7,109,1,Medium,0
558,29,Female,Employed,82146,4,Auto,10,12051,405774,38060,1,26,1,Low,0
559,67,Male,Self-Employed,47618,3,Auto,17,16599,184337,18378,3,116,7,Low,1
560,52,Male,Retired,29705,4,Property,18,8925,47161,78029,4,80,8,Low,0
561,50,Female,Employed,100912,3,Auto,16,11612,291193,1099,7,13,7,Low,1
562,50,Male,Unemployed,71750,0,Life,2,2218,125192,48709,0,2,3,Low,1
563,68,Female,Retired,64379,0,Life,17,992,136654,85030,6,103,8,Low,1
564,60,Female,Retired,72682,2,Auto,4,11974,489882,59701,7,26,8,Low,1
565,54,Male,Employed,125894,3,Health,7,18898,259595,94069,0,108,5,Low,1
566,29,Male,Employed,80384,4,Property,9,8529,69091,53929,4,61,8,Low,1
567,20,Female,Self-Employed,150512,2,Auto,3,13016,73102,60086,5,13,2,Low,0
568,18,Female,Retired,71128,2,Property,5,9036,249352,91093,9,91,9,High,0
569,50,Female,Unemployed,152907,0,Health,18,6386,180423,47678,4,43,5,Medium,1
570,57,Female,Employed,41283,4,Health,17,14912,167868,81409,8,24,3,Low,1
571,27,Male,Retired,69506,3,Property,7,8956,125628,6889,3,60,6,Medium,1
572,60,Female,Employed,187035,0,Health,14,18556,14257,67526,1,103,6,Low,0
573,61,Male,Self-Employed,145007,2,Health,15,9120,425737,85394,8,74,3,Medium,1
574,46,Male,Retired,160251,1,Property,14,15280,74964,46806,1,51,7,Medium,1
575,30,Female,Retired,114440,2,Health,9,19794,440686,63891,1,11,8,Low,1
576,29,Male,Self-Employed,126649,1,Life,16,9145,113257,20763,5,96,2,Medium,0
577,48,Male,Unemployed,31955,0,Auto,19,15953,274056,10837,8,83,1,High,0
578,63,Female,Employed,158270,3,Life,1,9113,419572,29548,4,117,9,Low,1
579,19,Male,Self-Employed,64588,4,Life,8,7133,380411,5242,9,33,2,Low,0
580,68,Male,Retired,162838,1,Auto,18,13473,22307,78725,1,22,8,Low,0
581,67,Female,Self-Employed,116626,4,Life,2,15983,33109,87832,5,18,2,Low,0
582,52,Female,Retired,89874,0,Auto,4,17465,436385,52580,0,119,3,Low,1
583,40,Female,Self-Employed,199751,0,Auto,1,3162,465367,60118,9,99,5,Low,1
584,34,Female,Unemployed,135117,0,Property,19,16466,89291,20571,9,107,2,Low,0
585,43,Female,Retired,156373,3,Auto,11,4758,193668,27064,2,0,9,Low,1
586,25,Female,Self-Employed,166216,1,Auto,6,7423,105926,70276,2,73,3,Low,1
587,46,Female,Unemployed,164856,4,Health,19,11058,299075,50995,9,64,7,Medium,1
588,43,Male,Unemployed,87959,2,Health,14,1824,380200,49071,5,4,2,Low,0
589,27,Male,Employed,28272,0,Life,19,14669,370001,86198,3,56,2,High,0
590,43,Female,Retired,152645,4,Auto,13,600,123947,73801,7,21,7,Low,1
591,51,Male,Employed,44419,4,Auto,12,17299,433256,32771,6,42,1,Medium,0
592,68,Male,Unemployed,68555,3,Property,10,10075,406563,29884,8,1,3,Low,1
593,58,Female,Employed,156248,1,Auto,19,13942,93269,23452,4,72,2,Medium,0
594,24,Male,Employed,187233,3,Property,11,15730,287028,56952,4,107,4,Low,1
595,21,Female,Self-Employed,142082,3,Auto,12,1543,357151,57052,4,6,4,Low,1
596,67,Male,Employed,166236,4,Health,7,18630,130738,85215,8,111,1,Low,0
597,62,Female,Unemployed,45379,1,Health,8,15127,372678,59857,1,20,5,Low,1
598,28,Male,Employed,38368,1,Health,17,4943,64115,85817,6,70,7,Low,0
599,46,Male,Retired,183843,1,Life,3,9980,437775,31231,9,58,9,Low,1
600,53,Male,Self-Employed,191317,0,Auto,6,4670,132048,4927,2,8,4,Low,1
601,42,Female,Unemployed,124302,1,Health,12,4648,202333,8499,7,119,6,Medium,1
602,38,Male,Employed,118906,4,Property,15,537,492317,77736,8,39,9,Low,1
603,53,Male,Retired,63327,0,Health,7,9457,276263,20491,9,72,1,Low,0
604,27,Female,Unemployed,197526,2,Auto,6,12569,124258,29575,8,114,1,Medium,0
605,54,Female,Employed,113787,3,Health,12,11156,492085,94593,4,48,8,Low,1
606,26,Male,Self-Employed,197813,1,Auto,12,5306,118779,35999,9,11,9,Low,1
607,41,Male,Employed,51977,2,Auto,4,5343,430689,74794,8,107,1,Low,0
608,52,Male,Unemployed,26714,1,Health,9,14280,85528,68616,2,99,7,Low,1
609,66,Male,Unemployed,126680,3,Property,17,615,58883,97595,7,72,5,Low,0
610,52,Female,Unemployed,97237,4,Life,2,17162,233734,56993,6,9,8,Low,1
611,65,Male,Retired,165963,4,Auto,5,17337,30734,18652,3,112,6,Low,1
612,53,Male,Employed,72299,3,Life,10,13860,186504,38459,8,73,4,Low,1
613,35,Female,Employed,85124,2,Health,6,17184,374492,26424,6,107,3,Low,1
614,66,Male,Employed,113052,0,Auto,6,9408,332874,97298,7,16,3,High,0
615,56,Male,Self-Employed,60912,0,Auto,5,6542,148546,40530,7,101,1,Medium,0
